anno,territorio,livello_territoriale,categoria_sport,n_spettacoli,persone,media_ps,botteghino,pubblico,persone_medie_per_spettacolo,botteghino_medio_per_spettacolo,pubblico_medio_per_spettacolo,persone_per_spettacolo,n_spettacoli_nazionale,persone_nazionale,botteghino_nazionale,pubblico_nazionale,quota_spettacoli_nazionale,quota_persone_nazionale,quota_botteghino_nazionale,quota_pubblico_nazionale,variazione_assoluta_yoy_spettacoli,variazione_yoy_spettacoli,variazione_assoluta_yoy_persone,variazione_yoy_persone,ranking_spettacoli_anno,ranking_persone_anno,ranking_botteghino_anno,ranking_pubblico_anno,ranking_persone_medie_per_spettacolo_anno,ranking_botteghino_medio_per_spettacolo_anno,media_spettacoli_2017_2019,indice_resilienza_spettacoli_2021
2005,Valle d'Aosta,regione,Attività sportiva,206.0,12872.0,,,,62.48543689320388,,,62.48543689320388,142176.0,21604551.0,,,0.1448908395228449,0.0595800394092892,,,-30.0,-12.71186440677966,-4539.0,-26.069726035265063,20.0,20.0,,,20.0,,363.0,47.658402203856745
2006,Valle d'Aosta,regione,Attività sportiva,236.0,10901.0,,,,46.190677966101696,,,46.190677966101696,141965.0,25377897.0,,,0.1662381572922903,0.042954701880932,,,30.0,14.563106796116498,-1971.0,-15.312305779987568,20.0,20.0,,,20.0,,363.0,47.658402203856745
2007,Valle d'Aosta,regione,Attività sportiva,321.0,20929.0,,,,65.19937694704049,,,65.19937694704049,199984.0,30890294.0,,,0.1605128410272821,0.0677526733801886,,,85.0,36.01694915254237,10028.0,91.99156040730207,20.0,20.0,,,20.0,,363.0,47.658402203856745
2008,Valle d'Aosta,regione,Attività sportiva,285.0,14577.0,,,,51.14736842105263,,,51.14736842105263,143979.0,28909449.0,,,0.197945533723668,0.0504229603269159,,,-36.0,-11.21495327102804,-6352.0,-30.35023173586889,20.0,20.0,,,20.0,,363.0,47.658402203856745
2009,Valle d'Aosta,regione,Attività sportiva,328.0,15773.0,,,,48.08841463414634,,,48.08841463414634,141577.0,29645602.0,,,0.2316760490757679,0.0532051938091862,,,43.0,15.087719298245617,1196.0,8.204706043767573,20.0,20.0,,,20.0,,363.0,47.658402203856745
2010,Valle d'Aosta,regione,Attività sportiva,235.0,12033.0,,,,51.204255319148935,,,51.204255319148935,141712.0,27924667.0,,,0.1658292875691543,0.0430909346206348,,,-93.0,-28.353658536585368,-3740.0,-23.711405566474355,20.0,20.0,,,20.0,,363.0,47.658402203856745
2011,Valle d'Aosta,regione,Attività sportiva,209.0,11019.0,,,,52.72248803827751,,,52.72248803827751,136207.0,28843726.0,,,0.1534429214357558,0.0382024153190194,,,-26.0,-11.063829787234049,-1014.0,-8.426826227873352,20.0,20.0,,,20.0,,363.0,47.658402203856745
2012,Valle d'Aosta,regione,Attività sportiva,279.0,42407.0,,,,151.99641577060933,,,151.99641577060933,135844.0,28232930.0,,,0.2053826447984452,0.1502040347919964,,,70.0,33.49282296650718,31388.0,284.8534349759506,20.0,19.0,,,15.0,,363.0,47.658402203856745
2013,Valle d'Aosta,regione,Attività sportiva,371.0,48255.0,,,,130.06738544474393,,,130.06738544474393,141298.0,27183346.0,,,0.2625656414103526,0.1775167781037698,,,92.0,32.97491039426524,5848.0,13.79017615016389,20.0,18.0,,,14.0,,363.0,47.658402203856745
2014,Valle d'Aosta,regione,Attività sportiva,351.0,21460.0,,,,61.13960113960114,,,61.13960113960114,139509.0,28437955.0,,,0.2515966711825043,0.0754625288632744,,,-20.0,-5.39083557951483,-26795.0,-55.52792456740234,20.0,20.0,,,20.0,,363.0,47.658402203856745
2015,Valle d'Aosta,regione,Attività sportiva,259.0,20150.0,,,,77.7992277992278,,,77.7992277992278,141193.0,28463782.0,,,0.1834368559347843,0.0707917169967083,,,-92.0,-26.21082621082621,-1310.0,-6.10438024231128,20.0,20.0,,,20.0,,363.0,47.658402203856745
2016,Valle d'Aosta,regione,Attività sportiva,334.0,18109.0,,,,54.2185628742515,,,54.2185628742515,142570.0,29079594.0,,,0.2342708844778004,0.0622739093262443,,,75.0,28.957528957528964,-2041.0,-10.12903225806452,19.0,20.0,,,20.0,,363.0,47.658402203856745
2017,Valle d'Aosta,regione,Attività sportiva,343.0,16868.0,,,,49.17784256559767,,,49.17784256559767,140143.0,30707626.0,,,0.2447500053516765,0.0549309803369365,,,9.0,2.6946107784431077,-1241.0,-6.852946048925945,19.0,20.0,,,20.0,,363.0,47.658402203856745
2018,Valle d'Aosta,regione,Attività sportiva,408.0,24780.0,,,,60.73529411764706,,,60.73529411764706,134238.0,30580842.0,,,0.3039377821481249,0.0810311239958664,,,65.0,18.950437317784253,7912.0,46.905382973677966,19.0,19.0,,,20.0,,363.0,47.658402203856745
2019,Valle d'Aosta,regione,Attività sportiva,338.0,15962.0,,,,47.22485207100592,,,47.22485207100592,130267.0,30905001.0,,,0.2594670945058994,0.0516485988788675,,,-70.0,-17.156862745098035,-8818.0,-35.58514931396287,19.0,20.0,,,20.0,,363.0,47.658402203856745
2020,Valle d'Aosta,regione,Attività sportiva,87.0,3965.0,,,,45.57471264367816,,,45.57471264367816,38109.0,7084247.0,,,0.2282925293237818,0.0559692512132905,,,-251.0,-74.2603550295858,-11997.0,-75.15975441673976,20.0,20.0,,,20.0,,363.0,47.658402203856745
2021,Valle d'Aosta,regione,Attività sportiva,173.0,10024.0,57.94219653,115212.5,119521.5,57.94219653179191,665.9682080924855,690.8757225433526,57.94219653179191,27192.0,8325231.0,175574380.99,183988752.94,0.6362165342747866,0.1204050674389695,0.0656203367201744,0.0649613077376402,86.0,98.85057471264366,6059.0,152.81210592686003,18.0,20.0,20.0,20.0,20.0,20.0,363.0,47.658402203856745
2004,Veneto,regione,Attività sportiva,16685.0,1325956.0,,,,79.4699430626311,,,79.4699430626311,172421.0,20995869.0,,,9.67689550576786,6.315318503844733,,,,,,,5.0,6.0,,,18.0,,10071.333333333334,18.14059707420401
2005,Veneto,regione,Attività sportiva,12844.0,1155032.0,,,,89.92774836499532,,,89.92774836499532,142176.0,21604551.0,,,9.03387350889039,5.346243946472204,,,-3841.0,-23.02067725501949,-170924.0,-12.89062382160494,5.0,7.0,,,16.0,,10071.333333333334,18.14059707420401
2006,Veneto,regione,Attività sportiva,12822.0,1268107.0,,,,98.90087349867416,,,98.90087349867416,141965.0,25377897.0,,,9.031803613566725,4.996895526843694,,,-22.0,-0.1712862036748696,113075.0,9.789772058263324,5.0,7.0,,,17.0,,10071.333333333334,18.14059707420401
2007,Veneto,regione,Attività sportiva,18233.0,1832873.0,,,,100.52503702078648,,,100.52503702078648,199984.0,30890294.0,,,9.117229378350268,5.933491600954008,,,5411.0,42.20090469505537,564766.0,44.53614718631786,5.0,7.0,,,15.0,,10071.333333333334,18.14059707420401
2008,Veneto,regione,Attività sportiva,14042.0,1763598.0,,,,125.59450220766271,,,125.59450220766271,143979.0,28909449.0,,,9.752811173851743,6.100420661770483,,,-4191.0,-22.985794987111284,-69275.0,-3.7795853831662063,5.0,7.0,,,16.0,,10071.333333333334,18.14059707420401
2009,Veneto,regione,Attività sportiva,12632.0,1838608.0,,,,145.55161494616846,,,145.55161494616846,141577.0,29645602.0,,,8.922353207088722,6.20195872561468,,,-1410.0,-10.041304657456209,75010.0,4.253236848760311,5.0,6.0,,,14.0,,10071.333333333334,18.14059707420401
2010,Veneto,regione,Attività sportiva,12503.0,1940680.0,,,,155.2171478845077,,,155.2171478845077,141712.0,27924667.0,,,8.822823755221858,6.949697914034212,,,-129.0,-1.0212159594680137,102072.0,5.55159120378026,5.0,6.0,,,12.0,,10071.333333333334,18.14059707420401
2011,Veneto,regione,Attività sportiva,11359.0,1982537.0,,,,174.53446606215337,,,174.53446606215337,136207.0,28843726.0,,,8.339512653534694,6.873373433099454,,,-1144.0,-9.14980404702871,41857.0,2.1568213203619457,5.0,6.0,,,12.0,,10071.333333333334,18.14059707420401
2012,Veneto,regione,Attività sportiva,11096.0,1826714.0,,,,164.6281542898342,,,164.6281542898342,135844.0,28232930.0,,,8.168192927181178,6.470153823921216,,,-263.0,-2.315344660621532,-155823.0,-7.859777648538213,5.0,6.0,,,13.0,,10071.333333333334,18.14059707420401
2013,Veneto,regione,Attività sportiva,11802.0,1757954.0,,,,148.95390611760718,,,148.95390611760718,141298.0,27183346.0,,,8.352559838072725,6.467025803225254,,,706.0,6.362653208363378,-68760.0,-3.7641360388106726,5.0,7.0,,,13.0,,10071.333333333334,18.14059707420401
2014,Veneto,regione,Attività sportiva,11134.0,1732445.0,,,,155.59951499910184,,,155.59951499910184,139509.0,28437955.0,,,7.980847113806277,6.09201681344527,,,-668.0,-5.660057617352987,-25509.0,-1.451061859411562,5.0,7.0,,,14.0,,10071.333333333334,18.14059707420401
2015,Veneto,regione,Attività sportiva,10482.0,1746370.0,,,,166.60656363289448,,,166.60656363289448,141193.0,28463782.0,,,7.423880787291155,6.135410958389156,,,-652.0,-5.855936770253278,13925.0,0.8037773204921272,5.0,7.0,,,12.0,,10071.333333333334,18.14059707420401
2016,Veneto,regione,Attività sportiva,10192.0,1741535.0,,,,170.87274332810048,,,170.87274332810048,142570.0,29079594.0,,,7.148769025741741,5.988855965458114,,,-290.0,-2.7666475863384887,-4835.0,-0.2768600010307098,5.0,7.0,,,12.0,,10071.333333333334,18.14059707420401
2017,Veneto,regione,Attività sportiva,9747.0,1868217.0,,,,191.6709756848261,,,191.6709756848261,140143.0,30707626.0,,,6.955038781815717,6.083886133040698,,,-445.0,-4.366169544740972,126682.0,7.274157567892692,5.0,7.0,,,12.0,,10071.333333333334,18.14059707420401
2018,Veneto,regione,Attività sportiva,10418.0,2051381.0,,,,196.9073718564024,,,196.9073718564024,134238.0,30580842.0,,,7.760842682399917,6.708059248335935,,,671.0,6.884169488047598,183164.0,9.804214392653533,5.0,6.0,,,11.0,,10071.333333333334,18.14059707420401
2019,Veneto,regione,Attività sportiva,10049.0,2068903.0,,,,205.88148074435267,,,205.88148074435267,130267.0,30905001.0,,,7.714156309733086,6.694395512234412,,,-369.0,-3.5419466308312497,17522.0,0.8541562976355888,5.0,6.0,,,14.0,,10071.333333333334,18.14059707420401
2020,Veneto,regione,Attività sportiva,3384.0,434554.0,,,,128.4143026004728,,,128.4143026004728,38109.0,7084247.0,,,8.879792175076753,6.134088774713812,,,-6665.0,-66.3250074634292,-1634349.0,-78.99592199344289,4.0,6.0,,,16.0,,10071.333333333334,18.14059707420401
2021,Veneto,regione,Attività sportiva,1827.0,464207.0,254.0815545,6931791.06,7363545.0,254.0815544608648,3794.083776683087,4030.402298850575,254.0815544608648,27192.0,8325231.0,175574380.99,183988752.94,6.7188879082082975,5.575905341245186,3.9480652136798966,4.0021712644583785,-1557.0,-46.01063829787234,29653.0,6.823777942442133,4.0,7.0,7.0,7.0,14.0,14.0,10071.333333333334,18.14059707420401
