anno,territorio,livello_territoriale,categoria_sport,n_spettacoli,persone,media_ps,botteghino,pubblico,persone_medie_per_spettacolo,botteghino_medio_per_spettacolo,pubblico_medio_per_spettacolo,persone_per_spettacolo,n_spettacoli_nazionale,persone_nazionale,botteghino_nazionale,pubblico_nazionale,quota_spettacoli_nazionale,quota_persone_nazionale,quota_botteghino_nazionale,quota_pubblico_nazionale,variazione_assoluta_yoy_spettacoli,variazione_yoy_spettacoli,variazione_assoluta_yoy_persone,variazione_yoy_persone,ranking_spettacoli_anno,ranking_persone_anno,ranking_botteghino_anno,ranking_pubblico_anno,ranking_persone_medie_per_spettacolo_anno,ranking_botteghino_medio_per_spettacolo_anno,media_spettacoli_2017_2019,indice_resilienza_spettacoli_2021
2018,Puglia,regione,Attività sportiva,1595.0,1124567.0,,,,705.0576802507837,,,705.0576802507837,134238.0,30580842.0,,,1.188188143446714,3.677357870002402,,,-244.0,-13.268080478520938,-141185.0,-11.15423874503062,14.0,9.0,,,3.0,,1703.3333333333333,24.36399217221135
2019,Puglia,regione,Attività sportiva,1676.0,1244510.0,,,,742.5477326968974,,,742.5477326968974,130267.0,30905001.0,,,1.2865883147688977,4.026888722637478,,,81.0,5.078369905956115,119943.0,10.665705111389537,13.0,8.0,,,4.0,,1703.3333333333333,24.36399217221135
2020,Puglia,regione,Attività sportiva,484.0,322111.0,,,,665.5185950413223,,,665.5185950413223,38109.0,7084247.0,,,1.270041197617361,4.546862919940539,,,-1192.0,-71.1217183770883,-922399.0,-74.1174438132277,14.0,8.0,,,4.0,,1703.3333333333333,24.36399217221135
2021,Puglia,regione,Attività sportiva,415.0,353713.0,852.3204819,4044505.94,4247766.11,852.3204819277108,9745.797445783131,10235.580987951807,852.3204819277108,27192.0,8325231.0,175574380.99,183988752.94,1.5261841718152398,4.248686913312075,2.303585475964377,2.308709658674205,-69.0,-14.25619834710744,31602.0,9.810903694689088,12.0,8.0,8.0,9.0,4.0,6.0,1703.3333333333333,24.36399217221135
2004,Sardegna,regione,Attività sportiva,3104.0,544452.0,,,,175.40335051546393,,,175.40335051546393,172421.0,20995869.0,,,1.8002447497694596,2.59313867885154,,,,,,,13.0,12.0,,,7.0,,1410.0,31.773049645390078
2005,Sardegna,regione,Attività sportiva,2441.0,450189.0,,,,184.42810323637852,,,184.42810323637852,142176.0,21604551.0,,,1.7168861129867208,2.083769294719432,,,-663.0,-21.35953608247423,-94263.0,-17.313371977695002,13.0,13.0,,,7.0,,1410.0,31.773049645390078
2006,Sardegna,regione,Attività sportiva,2002.0,457728.0,,,,228.63536463536465,,,228.63536463536465,141965.0,25377897.0,,,1.410206741098158,1.8036482692005569,,,-439.0,-17.984432609586232,7539.0,1.6746299887380631,15.0,13.0,,,7.0,,1410.0,31.773049645390078
2007,Sardegna,regione,Attività sportiva,3377.0,566094.0,,,,167.63221794492154,,,167.63221794492154,199984.0,30890294.0,,,1.6886350908072647,1.8325950539674367,,,1375.0,68.68131868131869,108366.0,23.674758808724828,14.0,14.0,,,10.0,,1410.0,31.773049645390078
2008,Sardegna,regione,Attività sportiva,1559.0,623628.0,,,,400.01796023091725,,,400.01796023091725,143979.0,28909449.0,,,1.0827967967550822,2.1571770530804653,,,-1818.0,-53.834764583950246,57534.0,10.163329765021366,15.0,13.0,,,7.0,,1410.0,31.773049645390078
2009,Sardegna,regione,Attività sportiva,1499.0,525195.0,,,,350.3635757171448,,,350.3635757171448,141577.0,29645602.0,,,1.0587877974529762,1.7715781248092044,,,-60.0,-3.848620910840284,-98433.0,-15.783928880678866,16.0,14.0,,,7.0,,1410.0,31.773049645390078
2010,Sardegna,regione,Attività sportiva,1265.0,493226.0,,,,389.901976284585,,,389.901976284585,141712.0,27924667.0,,,0.8926555267020436,1.7662735244076502,,,-234.0,-15.610406937958643,-31969.0,-6.087072420719919,15.0,14.0,,,7.0,,1410.0,31.773049645390078
2011,Sardegna,regione,Attività sportiva,1366.0,462051.0,,,,338.2510980966325,,,338.2510980966325,136207.0,28843726.0,,,1.0028853142643184,1.6019116254259245,,,101.0,7.984189723320156,-31175.0,-6.32063192126936,15.0,15.0,,,7.0,,1410.0,31.773049645390078
2012,Sardegna,regione,Attività sportiva,1310.0,311713.0,,,,237.94885496183207,,,237.94885496183207,135844.0,28232930.0,,,0.9643414504873236,1.10407598502883,,,-56.0,-4.099560761346998,-150338.0,-32.53710088280298,15.0,17.0,,,8.0,,1410.0,31.773049645390078
2013,Sardegna,regione,Attività sportiva,1127.0,291443.0,,,,258.60070984915706,,,258.60070984915706,141298.0,27183346.0,,,0.7976050616427692,1.0721380657112631,,,-183.0,-13.969465648854962,-20270.0,-6.502776592570725,15.0,17.0,,,7.0,,1410.0,31.773049645390078
2014,Sardegna,regione,Attività sportiva,1249.0,416820.0,,,,333.7229783827062,,,333.7229783827062,139509.0,28437955.0,,,0.8952827416152362,1.4657172078653335,,,122.0,10.825199645075422,125377.0,43.01938972629296,15.0,16.0,,,7.0,,1410.0,31.773049645390078
2015,Sardegna,regione,Attività sportiva,1180.0,381234.0,,,,323.0796610169492,,,323.0796610169492,141193.0,28463782.0,,,0.8357354826372412,1.3393652326314192,,,-69.0,-5.5244195356285,-35586.0,-8.537498200662153,16.0,16.0,,,7.0,,1410.0,31.773049645390078
2016,Sardegna,regione,Attività sportiva,1374.0,459334.0,,,,334.3042212518195,,,334.3042212518195,142570.0,29079594.0,,,0.9637371115943044,1.579575010572706,,,194.0,16.440677966101692,78100.0,20.486105646400897,16.0,15.0,,,7.0,,1410.0,31.773049645390078
2017,Sardegna,regione,Attività sportiva,1368.0,504363.0,,,,368.686403508772,,,368.686403508772,140143.0,30707626.0,,,0.976145793939048,1.642468225970969,,,-6.0,-0.4366812227074246,45029.0,9.803106236420556,15.0,15.0,,,7.0,,1410.0,31.773049645390078
2018,Sardegna,regione,Attività sportiva,1449.0,570164.0,,,,393.487922705314,,,393.487922705314,134238.0,30580842.0,,,1.079426093952532,1.8644483366416136,,,81.0,5.921052631578938,65801.0,13.046357484589466,15.0,14.0,,,7.0,,1410.0,31.773049645390078
2019,Sardegna,regione,Attività sportiva,1413.0,622499.0,,,,440.5513092710545,,,440.5513092710545,130267.0,30905001.0,,,1.0846952796947806,2.014233877552698,,,-36.0,-2.4844720496894457,52335.0,9.178937989771365,15.0,14.0,,,7.0,,1410.0,31.773049645390078
2020,Sardegna,regione,Attività sportiva,345.0,117858.0,,,,341.61739130434785,,,341.61739130434785,38109.0,7084247.0,,,0.9052979611115484,1.6636630540973516,,,-1068.0,-75.58386411889597,-504641.0,-81.06695753728118,16.0,16.0,,,6.0,,1410.0,31.773049645390078
2021,Sardegna,regione,Attività sportiva,448.0,176343.0,393.6227679,2239073.46,2291033.24,393.6227678571428,4997.931830357143,5113.913482142858,393.6227678571428,27192.0,8325231.0,175574380.99,183988752.94,1.6475433951162106,2.118175459635895,1.2752848378987185,1.2452028743013015,103.0,29.855072463768103,58485.0,49.62327546708751,11.0,12.0,12.0,13.0,8.0,10.0,1410.0,31.773049645390078
2004,Sicilia,regione,Attività sportiva,2377.0,790446.0,,,,332.5393352965924,,,332.5393352965924,172421.0,20995869.0,,,1.3786023744207492,3.764769155303836,,,,,,,15.0,8.0,,,3.0,,1376.6666666666667,26.0048426150121
2005,Sicilia,regione,Attività sportiva,1633.0,504716.0,,,,309.0728720146969,,,309.0728720146969,142176.0,21604551.0,,,1.1485764123340083,2.336155933071694,,,-744.0,-31.29995793016407,-285730.0,-36.14794685531966,16.0,12.0,,,3.0,,1376.6666666666667,26.0048426150121
2006,Sicilia,regione,Attività sportiva,1253.0,796321.0,,,,635.5315243415802,,,635.5315243415802,141965.0,25377897.0,,,0.8826119113866094,3.1378525966907342,,,-380.0,-23.270055113288425,291605.0,57.77605623756728,16.0,10.0,,,2.0,,1376.6666666666667,26.0048426150121
2007,Sicilia,regione,Attività sportiva,4517.0,1409285.0,,,,311.99579366836394,,,311.99579366836394,199984.0,30890294.0,,,2.258680694455556,4.56222592119065,,,3264.0,260.4948124501197,612964.0,76.97448641942131,13.0,8.0,,,3.0,,1376.6666666666667,26.0048426150121
2008,Sicilia,regione,Attività sportiva,1500.0,1275790.0,,,,850.5266666666666,,,850.5266666666666,143979.0,28909449.0,,,1.0418185985456212,4.4130553992917685,,,-3017.0,-66.79211866282931,-133495.0,-9.47253394451797,16.0,9.0,,,1.0,,1376.6666666666667,26.0048426150121
2009,Sicilia,regione,Attività sportiva,1510.0,1055957.0,,,,699.3092715231788,,,699.3092715231788,141577.0,29645602.0,,,1.0665574210500293,3.5619347517382174,,,10.0,0.6666666666666599,-219833.0,-17.23112737989795,15.0,10.0,,,4.0,,1376.6666666666667,26.0048426150121
2010,Sicilia,regione,Attività sportiva,1244.0,1271440.0,,,,1022.0578778135048,,,1022.0578778135048,141712.0,27924667.0,,,0.8778367393022467,4.553107114938918,,,-266.0,-17.615894039735103,215483.0,20.40641806437193,16.0,9.0,,,1.0,,1376.6666666666667,26.0048426150121
2011,Sicilia,regione,Attività sportiva,1343.0,1185046.0,,,,882.3871928518242,,,882.3871928518242,136207.0,28843726.0,,,0.9859992511398092,4.108505260381409,,,99.0,7.958199356913176,-86394.0,-6.794972629459506,16.0,8.0,,,3.0,,1376.6666666666667,26.0048426150121
2012,Sicilia,regione,Attività sportiva,1117.0,1105151.0,,,,989.3921217547,,,989.3921217547,135844.0,28232930.0,,,0.8222667177056034,3.914404208135677,,,-226.0,-16.827997021593443,-79895.0,-6.7419323806839575,16.0,9.0,,,3.0,,1376.6666666666667,26.0048426150121
2013,Sicilia,regione,Attività sportiva,1119.0,978644.0,,,,874.5701519213584,,,874.5701519213584,141298.0,27183346.0,,,0.791943268836077,3.600160186314076,,,2.0,0.1790510295434089,-126507.0,-11.447033029875552,16.0,9.0,,,3.0,,1376.6666666666667,26.0048426150121
2014,Sicilia,regione,Attività sportiva,1196.0,1106399.0,,,,925.0827759197324,,,925.0827759197324,139509.0,28437955.0,,,0.8572923610663111,3.890571597008294,,,77.0,6.881143878462903,127755.0,13.054287360878924,16.0,10.0,,,3.0,,1376.6666666666667,26.0048426150121
2015,Sicilia,regione,Attività sportiva,1392.0,1123856.0,,,,807.3678160919541,,,807.3678160919541,141193.0,28463782.0,,,0.9858845693483388,3.9483720048165063,,,196.0,16.387959866220726,17457.0,1.577821382701905,15.0,9.0,,,3.0,,1376.6666666666667,26.0048426150121
2016,Sicilia,regione,Attività sportiva,1504.0,993754.0,,,,660.7406914893617,,,660.7406914893617,142570.0,29079594.0,,,1.0549203899838675,3.4173585779773954,,,112.0,8.045977011494255,-130102.0,-11.576394128785184,15.0,10.0,,,4.0,,1376.6666666666667,26.0048426150121
2017,Sicilia,regione,Attività sportiva,1340.0,841801.0,,,,628.2097014925373,,,628.2097014925373,140143.0,30707626.0,,,0.9561662016654418,2.7413418412742163,,,-164.0,-10.904255319148938,-151953.0,-15.29080637662842,16.0,10.0,,,5.0,,1376.6666666666667,26.0048426150121
2018,Sicilia,regione,Attività sportiva,1394.0,804979.0,,,,577.4598278335725,,,577.4598278335725,134238.0,30580842.0,,,1.0384540890060936,2.632298352020523,,,54.0,4.029850746268648,-36822.0,-4.37419295059046,16.0,12.0,,,5.0,,1376.6666666666667,26.0048426150121
2019,Sicilia,regione,Attività sportiva,1396.0,832913.0,,,,596.6425501432665,,,596.6425501432665,130267.0,30905001.0,,,1.07164515955691,2.6950751433400697,,,2.0,0.1434720229555264,27934.0,3.470152637522217,16.0,12.0,,,5.0,,1376.6666666666667,26.0048426150121
2020,Sicilia,regione,Attività sportiva,389.0,208135.0,,,,535.0514138817481,,,535.0514138817481,38109.0,7084247.0,,,1.0207562518040358,2.937997503474964,,,-1007.0,-72.13467048710602,-624778.0,-75.01119564708438,15.0,13.0,,,5.0,,1376.6666666666667,26.0048426150121
2021,Sicilia,regione,Attività sportiva,358.0,160748.0,449.0167598,1615599.15,1742241.13,449.01675977653633,4512.846787709497,4866.59533519553,449.01675977653633,27192.0,8325231.0,175574380.99,183988752.94,1.316563695204472,1.9308533300757664,0.9201793227976796,0.9469280606343132,-31.0,-7.969151670951158,-47387.0,-22.767434597737047,15.0,14.0,15.0,15.0,7.0,13.0,1376.6666666666667,26.0048426150121
2004,Toscana,regione,Attività sportiva,30482.0,2649024.0,,,,86.90453382323994,,,86.90453382323994,172421.0,20995869.0,,,17.678821025281145,12.616881920915011,,,,,,,2.0,2.0,,,16.0,,30617.0,23.666590456282457
2005,Toscana,regione,Attività sportiva,25209.0,2438012.0,,,,96.7119679479551,,,96.7119679479551,142176.0,21604551.0,,,17.73084064821067,11.28471496584215,,,-5273.0,-17.298733678892464,-211012.0,-7.96565074533111,2.0,4.0,,,14.0,,30617.0,23.666590456282457
2006,Toscana,regione,Attività sportiva,25870.0,3046189.0,,,,117.74986470815615,,,117.74986470815615,141965.0,25377897.0,,,18.222801394709965,12.003315325931064,,,661.0,2.6220794160815686,608177.0,24.945611424390044,2.0,2.0,,,15.0,,30617.0,23.666590456282457
2007,Toscana,regione,Attività sportiva,31536.0,3520429.0,,,,111.63207128361238,,,111.63207128361238,199984.0,30890294.0,,,15.769261540923274,11.396553881941038,,,5666.0,21.90181677618863,474240.0,15.568305183952802,2.0,2.0,,,14.0,,30617.0,23.666590456282457
2008,Toscana,regione,Attività sportiva,27171.0,3621808.0,,,,133.29682381951346,,,133.29682381951346,143979.0,28909449.0,,,18.871502094055383,12.528111483549894,,,-4365.0,-13.841324200913242,101379.0,2.8797342596598385,2.0,2.0,,,15.0,,30617.0,23.666590456282457
2009,Toscana,regione,Attività sportiva,25759.0,3293376.0,,,,127.85341045848052,,,127.85341045848052,141577.0,29645602.0,,,18.19433947604484,11.109155415363128,,,-1412.0,-5.1967170880718445,-328432.0,-9.068178103311942,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2010,Toscana,regione,Attività sportiva,29026.0,3052649.0,,,,105.16946875215324,,,105.16946875215324,141712.0,27924667.0,,,20.482386812690528,10.931729284363534,,,3267.0,12.682945766528196,-240727.0,-7.309429594434402,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2011,Toscana,regione,Attività sportiva,30818.0,3068166.0,,,,99.55759621000712,,,99.55759621000712,136207.0,28843726.0,,,22.62585623352691,10.63720408382745,,,1792.0,6.173775235995316,15517.0,0.5083126163538676,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2012,Toscana,regione,Attività sportiva,31148.0,3118511.0,,,,100.11914087581869,,,100.11914087581869,135844.0,28232930.0,,,22.92924236624363,11.0456513015121,,,330.0,1.0708027775975015,50345.0,1.640882533735133,2.0,2.0,,,18.0,,30617.0,23.666590456282457
2013,Toscana,regione,Attività sportiva,30371.0,3197254.0,,,,105.27325409107372,,,105.27325409107372,141298.0,27183346.0,,,21.49428866650625,11.761811809333553,,,-777.0,-2.494542185694104,78743.0,2.52501915176826,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2014,Toscana,regione,Attività sportiva,31868.0,3454381.0,,,,108.39654198569096,,,108.39654198569096,139509.0,28437955.0,,,22.842970704399,12.14707949288196,,,1497.0,4.9290441539626695,257127.0,8.042119894134148,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2015,Toscana,regione,Attività sportiva,32277.0,3554431.0,,,,110.12271896396815,,,110.12271896396815,141193.0,28463782.0,,,22.860198451764603,12.487556994358656,,,409.0,1.283419103803185,100050.0,2.8963220907016307,2.0,2.0,,,17.0,,30617.0,23.666590456282457
2016,Toscana,regione,Attività sportiva,31980.0,3360222.0,,,,105.07260787992496,,,105.07260787992496,142570.0,29079594.0,,,22.431086483832505,11.555257614669586,,,-297.0,-0.9201598661585652,-194209.0,-5.463856240281495,2.0,2.0,,,18.0,,30617.0,23.666590456282457
2017,Toscana,regione,Attività sportiva,32414.0,3399501.0,,,,104.87755290923675,,,104.87755290923675,140143.0,30707626.0,,,23.12923228416689,11.070543193407396,,,434.0,1.35709818636649,39279.0,1.1689406235659394,2.0,2.0,,,18.0,,30617.0,23.666590456282457
2018,Toscana,regione,Attività sportiva,29046.0,3042248.0,,,,104.73896577842044,,,104.73896577842044,134238.0,30580842.0,,,21.637688284986368,9.948215291129,,,-3368.0,-10.390571975072504,-357253.0,-10.50898352434666,2.0,5.0,,,18.0,,30617.0,23.666590456282457
2019,Toscana,regione,Attività sportiva,30391.0,3285286.0,,,,108.10062189463986,,,108.10062189463986,130267.0,30905001.0,,,23.32977653588399,10.630273074574564,,,1345.0,4.630585967086698,243038.0,7.988763572200552,2.0,3.0,,,18.0,,30617.0,23.666590456282457
2020,Toscana,regione,Attività sportiva,8080.0,698807.0,,,,86.48601485148515,,,86.48601485148515,38109.0,7084247.0,,,21.202340654438583,9.86423821755509,,,-22311.0,-73.41318153400678,-2586479.0,-78.72918826549652,2.0,2.0,,,19.0,,30617.0,23.666590456282457
2021,Toscana,regione,Attività sportiva,7246.0,830773.0,114.6526359,9225524.73,10017014.84,114.65263593706872,1273.1886185481646,1382.419933756555,114.65263593706872,27192.0,8325231.0,175574380.99,183988752.94,26.64754339511621,9.978978361080912,5.2544822758198695,5.444362592786646,-834.0,-10.32178217821782,131966.0,18.884470247149785,1.0,4.0,6.0,6.0,19.0,19.0,30617.0,23.666590456282457
2004,Trentino-Alto Adige,regione,Attività sportiva,2239.0,258016.0,,,,115.23715944618134,,,115.23715944618134,172421.0,20995869.0,,,1.298565719952906,1.2288893591401242,,,,,,,16.0,17.0,,,11.0,,2093.0,26.421404682274247
2005,Trentino-Alto Adige,regione,Attività sportiva,1952.0,239640.0,,,,122.76639344262296,,,122.76639344262296,142176.0,21604551.0,,,1.3729462075174432,1.1092107399038285,,,-287.0,-12.818222420723536,-18376.0,-7.122038943321341,15.0,17.0,,,12.0,,2093.0,26.421404682274247
2006,Trentino-Alto Adige,regione,Attività sportiva,2021.0,261306.0,,,,129.29539831766454,,,129.29539831766454,141965.0,25377897.0,,,1.4235903215581305,1.029659786230514,,,69.0,3.5348360655737654,21666.0,9.041061592388576,14.0,17.0,,,14.0,,2093.0,26.421404682274247
2007,Trentino-Alto Adige,regione,Attività sportiva,3127.0,571522.0,,,,182.7700671570195,,,182.7700671570195,199984.0,30890294.0,,,1.5636250900072008,1.85016691650782,,,1106.0,54.72538347352796,310216.0,118.7175189241732,16.0,13.0,,,8.0,,2093.0,26.421404682274247
2008,Trentino-Alto Adige,regione,Attività sportiva,2113.0,399798.0,,,,189.20870799810692,,,189.20870799810692,143979.0,28909449.0,,,1.4675751324845985,1.3829319265130235,,,-1014.0,-32.4272465622002,-171724.0,-30.046787350268232,14.0,16.0,,,8.0,,2093.0,26.421404682274247
2009,Trentino-Alto Adige,regione,Attività sportiva,2167.0,496964.0,,,,229.33271804337795,,,229.33271804337795,141577.0,29645602.0,,,1.5306158486194792,1.676349834285706,,,54.0,2.555608140085197,97166.0,24.303773405569817,13.0,16.0,,,8.0,,2093.0,26.421404682274247
2010,Trentino-Alto Adige,regione,Attività sportiva,2182.0,438879.0,,,,201.13611365719524,,,201.13611365719524,141712.0,27924667.0,,,1.5397425764931691,1.5716534775508693,,,15.0,0.6922011998154121,-58085.0,-11.687969349892546,12.0,16.0,,,9.0,,2093.0,26.421404682274247
2011,Trentino-Alto Adige,regione,Attività sportiva,2292.0,637014.0,,,,277.92931937172773,,,277.92931937172773,136207.0,28843726.0,,,1.682732899190203,2.2085010792295003,,,110.0,5.041246562786439,198135.0,45.14570075123212,11.0,13.0,,,8.0,,2093.0,26.421404682274247
2012,Trentino-Alto Adige,regione,Attività sportiva,2335.0,479220.0,,,,205.2334047109208,,,205.2334047109208,135844.0,28232930.0,,,1.7188834251052678,1.6973796201811149,,,43.0,1.87609075043631,-157794.0,-24.77088415639217,10.0,15.0,,,9.0,,2093.0,26.421404682274247
2013,Trentino-Alto Adige,regione,Attività sportiva,2435.0,606637.0,,,,249.13223819301848,,,249.13223819301848,141298.0,27183346.0,,,1.72330818553695,2.2316494812669494,,,100.0,4.282655246252687,127417.0,26.588414506907053,10.0,12.0,,,8.0,,2093.0,26.421404682274247
2014,Trentino-Alto Adige,regione,Attività sportiva,2263.0,528070.0,,,,233.3495360141405,,,233.3495360141405,139509.0,28437955.0,,,1.6221175694758043,1.856919739833613,,,-172.0,-7.06365503080082,-78567.0,-12.951237725361295,10.0,13.0,,,8.0,,2093.0,26.421404682274247
2015,Trentino-Alto Adige,regione,Attività sportiva,2507.0,551214.0,,,,219.86996410051856,,,219.86996410051856,141193.0,28463782.0,,,1.7755837753996302,1.9365451857381424,,,244.0,10.782147591692448,23144.0,4.382752286628677,10.0,12.0,,,11.0,,2093.0,26.421404682274247
2016,Trentino-Alto Adige,regione,Attività sportiva,2415.0,600682.0,,,,248.7296066252588,,,248.7296066252588,142570.0,29079594.0,,,1.6939047485445744,2.065647821630522,,,-92.0,-3.669724770642202,49468.0,8.974372929569995,10.0,13.0,,,9.0,,2093.0,26.421404682274247
2017,Trentino-Alto Adige,regione,Attività sportiva,2095.0,594666.0,,,,283.85011933174223,,,283.85011933174223,140143.0,30707626.0,,,1.4949016361858958,1.936541756761008,,,-320.0,-13.25051759834368,-6016.0,-1.0015282628745292,12.0,13.0,,,9.0,,2093.0,26.421404682274247
2018,Trentino-Alto Adige,regione,Attività sportiva,2028.0,620641.0,,,,306.0359960552268,,,306.0359960552268,134238.0,30580842.0,,,1.5107495642068565,2.029509194024154,,,-67.0,-3.1980906921241004,25975.0,4.367998170401544,11.0,13.0,,,8.0,,2093.0,26.421404682274247
2019,Trentino-Alto Adige,regione,Attività sportiva,2156.0,541465.0,,,,251.14332096474956,,,251.14332096474956,130267.0,30905001.0,,,1.6550622951323053,1.7520303590994868,,,128.0,6.31163708086786,-79176.0,-12.757133350842109,11.0,16.0,,,10.0,,2093.0,26.421404682274247
2020,Trentino-Alto Adige,regione,Attività sportiva,832.0,278801.0,,,,335.0973557692308,,,335.0973557692308,38109.0,7084247.0,,,2.183211314912488,3.935506483610749,,,-1324.0,-61.41001855287569,-262664.0,-48.509875984597336,9.0,9.0,,,7.0,,2093.0,26.421404682274247
2021,Trentino-Alto Adige,regione,Attività sportiva,553.0,170363.0,308.0705244,2686884.2,3047128.84,308.0705244122965,4858.741772151899,5510.178734177215,308.0705244122965,27192.0,8325231.0,175574380.99,183988752.94,2.0336863783465726,2.046345620920308,1.5303395545805931,1.6561495152878662,-279.0,-33.53365384615385,-108438.0,-38.89440855664076,8.0,13.0,11.0,11.0,12.0,11.0,2093.0,26.421404682274247
2004,Umbria,regione,Attività sportiva,4600.0,407401.0,,,,88.56543478260869,,,88.56543478260869,172421.0,20995869.0,,,2.667888482261441,1.940386463641967,,,,,,,8.0,15.0,,,14.0,,2869.0,11.5719762983618
2005,Umbria,regione,Attività sportiva,3612.0,286242.0,,,,79.24750830564784,,,79.24750830564784,142176.0,21604551.0,,,2.540513166779203,1.3249152921530285,,,-988.0,-21.47826086956521,-121159.0,-29.739494993875816,8.0,15.0,,,18.0,,2869.0,11.5719762983618
2006,Umbria,regione,Attività sportiva,3841.0,304452.0,,,,79.2637334027597,,,79.2637334027597,141965.0,25377897.0,,,2.705596449829183,1.199673873686224,,,229.0,6.33997785160576,18210.0,6.361749848030684,8.0,16.0,,,19.0,,2869.0,11.5719762983618
2007,Umbria,regione,Attività sportiva,5210.0,418573.0,,,,80.34030710172745,,,80.34030710172745,199984.0,30890294.0,,,2.605208416673334,1.3550308067640924,,,1369.0,35.641759958344174,114121.0,37.48406973841525,11.0,17.0,,,17.0,,2869.0,11.5719762983618
2008,Umbria,regione,Attività sportiva,4791.0,352840.0,,,,73.64642037152996,,,73.64642037152996,143979.0,28909449.0,,,3.3275686037547145,1.2205006051827554,,,-419.0,-8.042226487523996,-65733.0,-15.70407073557062,8.0,17.0,,,19.0,,2869.0,11.5719762983618
2009,Umbria,regione,Attività sportiva,4866.0,380307.0,,,,78.15598027127004,,,78.15598027127004,141577.0,29645602.0,,,3.436998947569167,1.2828445851765802,,,75.0,1.5654351909830888,27467.0,7.784548237161326,8.0,17.0,,,19.0,,2869.0,11.5719762983618
2010,Umbria,regione,Attività sportiva,4428.0,345322.0,,,,77.98599819331527,,,77.98599819331527,141712.0,27924667.0,,,3.124647171728576,1.236619938923533,,,-438.0,-9.001233045622692,-34985.0,-9.199147004919704,8.0,17.0,,,19.0,,2869.0,11.5719762983618
2011,Umbria,regione,Attività sportiva,4123.0,412808.0,,,,100.1232112539413,,,100.1232112539413,136207.0,28843726.0,,,3.0270103592326385,1.4311881897643877,,,-305.0,-6.887985546522135,67486.0,19.54291936221846,8.0,16.0,,,16.0,,2869.0,11.5719762983618
2012,Umbria,regione,Attività sportiva,4099.0,514492.0,,,,125.51646743108076,,,125.51646743108076,135844.0,28232930.0,,,3.017431759959954,1.822311747310676,,,-24.0,-0.5821004123211293,101684.0,24.63227456832231,8.0,14.0,,,16.0,,2869.0,11.5719762983618
2013,Umbria,regione,Attività sportiva,3926.0,438586.0,,,,111.71319409067752,,,111.71319409067752,141298.0,27183346.0,,,2.7785248198842165,1.6134364033036992,,,-173.0,-4.220541595511095,-75906.0,-14.753582174261217,8.0,15.0,,,15.0,,2869.0,11.5719762983618
2014,Umbria,regione,Attività sportiva,3861.0,529753.0,,,,137.2061642061642,,,137.2061642061642,139509.0,28437955.0,,,2.767563383007548,1.8628378869015016,,,-65.0,-1.655629139072845,91167.0,20.786573214831307,8.0,12.0,,,15.0,,2869.0,11.5719762983618
2015,Umbria,regione,Attività sportiva,3358.0,497481.0,,,,148.1480047647409,,,148.1480047647409,141193.0,28463782.0,,,2.3783048734710643,1.7477684448257789,,,-503.0,-13.027713027713029,-32272.0,-6.09189565703262,8.0,14.0,,,15.0,,2869.0,11.5719762983618
2016,Umbria,regione,Attività sportiva,3073.0,429904.0,,,,139.89716889033517,,,139.89716889033517,142570.0,29079594.0,,,2.1554324191625165,1.4783700212595816,,,-285.0,-8.487194758784987,-67577.0,-13.583835362556565,8.0,16.0,,,15.0,,2869.0,11.5719762983618
2017,Umbria,regione,Attività sportiva,2881.0,544835.0,,,,189.11315515446023,,,189.11315515446023,140143.0,30707626.0,,,2.0557573335807,1.7742661057549676,,,-192.0,-6.247966156849982,114931.0,26.734108079943432,8.0,14.0,,,13.0,,2869.0,11.5719762983618
2018,Umbria,regione,Attività sportiva,2928.0,471297.0,,,,160.96209016393442,,,160.96209016393442,134238.0,30580842.0,,,2.181200554239485,1.5411511560080655,,,47.0,1.63137799375217,-73538.0,-13.497297346903192,8.0,16.0,,,16.0,,2869.0,11.5719762983618
2019,Umbria,regione,Attività sportiva,2798.0,583215.0,,,,208.43995711222303,,,208.43995711222303,130267.0,30905001.0,,,2.147896243868362,1.8871217638853983,,,-130.0,-4.43989071038251,111918.0,23.746809336787635,8.0,15.0,,,13.0,,2869.0,11.5719762983618
2020,Umbria,regione,Attività sportiva,747.0,170443.0,,,,228.17001338688087,,,228.17001338688087,38109.0,7084247.0,,,1.960166889711092,2.4059437792047627,,,-2051.0,-73.3023588277341,-412772.0,-70.77527155508689,11.0,14.0,,,9.0,,2869.0,11.5719762983618
2021,Umbria,regione,Attività sportiva,332.0,108434.0,326.6084337,1028071.11,1153329.91,326.6084337349397,3096.5997289156626,3473.885271084337,326.6084337349397,27192.0,8325231.0,175574380.99,183988752.94,1.220947337452192,1.30247436978025,0.5855473356665598,0.6268480499871146,-415.0,-55.55555555555556,-62009.0,-36.38107754498572,16.0,16.0,16.0,16.0,11.0,16.0,2869.0,11.5719762983618
2004,Valle d'Aosta,regione,Attività sportiva,236.0,17411.0,,,,73.77542372881356,,,73.77542372881356,172421.0,20995869.0,,,0.1368742786551522,0.0829258365062193,,,,,,,20.0,20.0,,,19.0,,363.0,47.658402203856745
